ENSG00000223972.5	chr1:11869
ENSG00000198954.7	chr10:68988721
ENSG00000214875.2	chr10:68991137
ENSG00000229001.1	chr10:69022778
ENSG00000122862.4	chr10:69088106
ENSG00000274008.1	chr10:69098496
ENSG00000122958.14	chr10:69123512
ENSG00000233163.1	chr10:69161906
ENSG00000156502.13	chr10:69180232
ENSG00000229261.1	chr10:69232490
ENSG00000156510.12	chr10:69220303
ENSG00000231748.1	chr10:69268148
ENSG00000156515.21	chr10:69269984
ENSG00000229197.1	chr10:69300817
ENSG00000075073.14	chr10:69416867
ENSG00000232734.1	chr10:69433371
ENSG00000099282.9	chr10:69451473
ENSG00000233197.1	chr10:69523650
ENSG00000122859.4	chr10:69573238
ENSG00000236154.1	chr10:69575807
ENSG00000230755.1	chr10:69590355
ENSG00000235803.1	chr10:69591262
ENSG00000235524.1	chr10:69592931
ENSG00000231152.1	chr10:69594932
ENSG00000226794.1	chr10:69596436
ENSG00000171224.8	chr10:69630251
ENSG00000235645.2	chr10:69684899
ENSG00000230469.1	chr10:69778962
ENSG00000197467.13	chr10:69801931
ENSG00000224222.1	chr10:70007836
ENSG00000099284.13	chr10:70052796
ENSG00000042286.14	chr10:70132934
ENSG00000156521.13	chr10:70146676
ENSG00000079332.14	chr10:70170523
ENSG00000229097.1	chr10:70163685
ENSG00000232142.1	chr10:70199239
ENSG00000180817.11	chr10:70233911
ENSG00000148734.7	chr10:70283676
ENSG00000172731.13	chr10:70382650
ENSG00000224725.3	chr10:70389426
ENSG00000148730.6	chr10:70404379
ENSG00000156574.9	chr10:70447951
ENSG00000280401.1	chr10:70434829
ENSG00000107719.8	chr10:70478821
ENSG00000230661.1	chr10:70486325
ENSG00000180644.7	chr10:70602775
ENSG00000138316.10	chr10:70672803
ENSG00000166220.12	chr10:70785401
ENSG00000231366.1	chr10:70794523
ENSG00000166224.16	chr10:70815961
ENSG00000166228.8	chr10:70888784
ENSG00000271409.1	chr10:70929925
ENSG00000259267.2	chr10:70939053
ENSG00000107731.12	chr10:71212570
ENSG00000237512.6	chr10:71218228
ENSG00000198246.7	chr10:71319258
ENSG00000279406.1	chr10:71364243
ENSG00000107736.19	chr10:71396934
ENSG00000223817.1	chr10:71511873
ENSG00000214688.5	chr10:71737824
ENSG00000107738.19	chr10:71773498
ENSG00000274824.1	chr10:71790747
ENSG00000197746.13	chr10:71851375
ENSG00000238446.1	chr10:71844794
ENSG00000230526.1	chr10:71878356
ENSG00000122863.5	chr10:71964365
ENSG00000272988.1	chr10:72054037
ENSG00000107742.12	chr10:72089032
ENSG00000138303.17	chr10:72217134
ENSG00000200294.1	chr10:72180858
ENSG00000226701.1	chr10:72189941
ENSG00000166295.8	chr10:72216000
ENSG00000200170.1	chr10:72220752
ENSG00000168209.4	chr10:72273920
ENSG00000269926.1	chr10:72275980
ENSG00000148719.14	chr10:72355230
ENSG00000107745.17	chr10:72626191
ENSG00000202513.1	chr10:72391964
ENSG00000282915.1	chr10:72473304
ENSG00000276531.1	chr10:72483245
ENSG00000226163.1	chr10:72501746
ENSG00000230609.1	chr10:72560264
ENSG00000272536.2	chr10:72582803
ENSG00000231471.1	chr10:72636765
ENSG00000238215.1	chr10:72643011
ENSG00000201881.1	chr10:72654276
ENSG00000156026.14	chr10:72692131
ENSG00000266719.1	chr10:72721029
ENSG00000280166.1	chr10:72730557
ENSG00000279502.1	chr10:72756398
ENSG00000272627.1	chr10:72766560
ENSG00000138315.12	chr10:72893581
ENSG00000215086.2	chr10:72918534
ENSG00000138308.5	chr10:72954778
ENSG00000213700.3	chr10:73006595
ENSG00000122884.12	chr10:73096974
ENSG00000232646.1	chr10:73065126
ENSG00000237768.2	chr10:73071295
ENSG00000201047.1	chr10:73082595
ENSG00000272630.1	chr10:73101297
ENSG00000166321.13	chr10:73110375
ENSG00000272599.2	chr10:73125532
ENSG00000221164.1	chr10:73126207
ENSG00000122882.10	chr10:73169055
ENSG00000138286.14	chr10:73168166
ENSG00000213551.4	chr10:73248862
ENSG00000199201.1	chr10:73192325
ENSG00000227382.1	chr10:73199826
ENSG00000236756.4	chr10:73247360
ENSG00000182180.13	chr10:73252693
ENSG00000227540.1	chr10:73252791
ENSG00000156042.17	chr10:73358859
ENSG00000200356.1	chr10:73279062
ENSG00000207473.1	chr10:73346936
ENSG00000138279.15	chr10:73414076
ENSG00000233144.1	chr10:73381433
ENSG00000229659.1	chr10:73422696
ENSG00000166343.9	chr10:73433561
ENSG00000107758.15	chr10:73496024
ENSG00000221817.9	chr10:73495525
ENSG00000166348.18	chr10:73625953
ENSG00000207327.1	chr10:73529157
ENSG00000237139.1	chr10:73537803
ENSG00000268584.1	chr10:73625996
ENSG00000272791.1	chr10:73630556
ENSG00000177791.11	chr10:73641757
ENSG00000166317.11	chr10:73663803
ENSG00000271848.1	chr10:73654039
ENSG00000172650.13	chr10:73698159
ENSG00000242288.9	chr10:73730466
ENSG00000271816.1	chr10:73730487
ENSG00000272140.2	chr10:73713581
ENSG00000252072.1	chr10:73706490
ENSG00000242338.6	chr10:73730469
ENSG00000250959.2	chr10:73730562
ENSG00000235316.1	chr10:73731824
ENSG00000270808.1	chr10:73740823
ENSG00000279088.1	chr10:73744230
ENSG00000176986.15	chr10:73744384
ENSG00000279689.1	chr10:73772862
ENSG00000196968.10	chr10:73772291
ENSG00000172586.7	chr10:73782047
ENSG00000214655.10	chr10:73785582
ENSG00000280238.1	chr10:73791218
ENSG00000272589.1	chr10:73801399
ENSG00000272916.5	chr10:73811651
ENSG00000166507.17	chr10:73811798
ENSG00000148660.20	chr10:73874591
ENSG00000224195.1	chr10:73813518
ENSG00000229990.3	chr10:73841833
ENSG00000122861.15	chr10:73909177
ENSG00000222047.8	chr10:73922777
ENSG00000035403.17	chr10:73995193
ENSG00000225761.1	chr10:74005137
ENSG00000185009.12	chr10:74151063
ENSG00000156110.13	chr10:74151185
ENSG00000236900.1	chr10:74344805
ENSG00000214629.3	chr10:74371535
ENSG00000213731.2	chr10:74424014
ENSG00000232342.7	chr10:74530553
ENSG00000226253.1	chr10:74527584
ENSG00000206756.1	chr10:74551392
ENSG00000271710.1	chr10:74641776
ENSG00000214626.2	chr10:74654956
ENSG00000213525.3	chr10:74744707
ENSG00000272748.1	chr10:74822130
ENSG00000156650.12	chr10:74825582
ENSG00000234149.1	chr10:75025174
ENSG00000227186.1	chr10:75024251
ENSG00000188716.5	chr10:75058514
ENSG00000237882.1	chr10:75089725
ENSG00000079393.20	chr10:75109221
ENSG00000156671.12	chr10:75099586
ENSG00000232437.1	chr10:75125217
ENSG00000165637.13	chr10:75210154
ENSG00000165644.10	chr10:75236030
ENSG00000227271.1	chr10:75269545
ENSG00000226051.6	chr10:75269819
ENSG00000233313.2	chr10:75276646
ENSG00000270087.5	chr10:75401246
ENSG00000223428.1	chr10:75288682
ENSG00000236797.1	chr10:75382844
ENSG00000165655.16	chr10:75401906
ENSG00000237149.5	chr10:75401519
ENSG00000273248.1	chr10:75409326
ENSG00000272692.1	chr10:75409157
ENSG00000236842.1	chr10:75431588
ENSG00000148655.14	chr10:75431453
ENSG00000279814.1	chr10:75450081
ENSG00000207583.1	chr10:75552458
ENSG00000268659.2	chr10:75642476
ENSG00000228280.1	chr10:75742740
ENSG00000265486.2	chr10:76242301
ENSG00000201954.1	chr10:76260903
ENSG00000278992.1	chr10:76270206
ENSG00000230575.1	chr10:76438775
ENSG00000269256.1	chr10:76560994
ENSG00000252888.1	chr10:76835502
ENSG00000224948.1	chr10:76836568
ENSG00000156113.22	chr10:77638369
ENSG00000236467.8	chr10:76888044
ENSG00000225497.5	chr10:77147652
ENSG00000224500.1	chr10:77313941
ENSG00000225652.1	chr10:77354404
ENSG00000228092.1	chr10:77433782
ENSG00000199592.1	chr10:77587049
ENSG00000213514.2	chr10:77730766
ENSG00000277981.1	chr10:77738246
ENSG00000199664.1	chr10:77777055
ENSG00000213513.3	chr10:77781876
ENSG00000228748.2	chr10:77782866
ENSG00000151208.16	chr10:77926526
ENSG00000204049.1	chr10:77866875
ENSG00000243446.3	chr10:77912545
ENSG00000233871.2	chr10:77927372
ENSG00000234612.1	chr10:77953495
ENSG00000274686.1	chr10:77966173
ENSG00000148606.12	chr10:78029545
ENSG00000138326.18	chr10:78033760
ENSG00000231957.2	chr10:78069538
ENSG00000283096.1	chr10:78176928
ENSG00000282863.1	chr10:78179174
ENSG00000230417.11	chr10:78179185
ENSG00000229543.1	chr10:78293842
ENSG00000230229.1	chr10:78352597
ENSG00000201393.1	chr10:78367507
ENSG00000282952.1	chr10:78551719
ENSG00000228683.1	chr10:78697022
ENSG00000224596.7	chr10:79067895
ENSG00000229569.1	chr10:79003803
ENSG00000108175.16	chr10:79069035
ENSG00000108179.13	chr10:79347469
ENSG00000165424.6	chr10:79445627
ENSG00000235426.2	chr10:79382328
ENSG00000259021.2	chr10:79499984
ENSG00000241317.1	chr10:79506281
ENSG00000235705.5	chr10:79510922
ENSG00000253626.3	chr10:79512601
ENSG00000271985.1	chr10:79526631
ENSG00000232965.1	chr10:79544087
ENSG00000185303.16	chr10:79560402
ENSG00000219430.2	chr10:79584877
ENSG00000225827.1	chr10:79595660
ENSG00000122852.14	chr10:79610939
ENSG00000226676.1	chr10:79632188
ENSG00000244733.5	chr10:79660891
ENSG00000225484.6	chr10:79826594
ENSG00000272489.1	chr10:79663192
ENSG00000280355.1	chr10:79684094
ENSG00000278616.1	chr10:79682997
ENSG00000224886.2	chr10:79684983
ENSG00000188199.10	chr10:79703227
ENSG00000272447.1	chr10:79825902
ENSG00000228570.7	chr10:79841358
ENSG00000214695.3	chr10:79860573
ENSG00000204437.7	chr10:79873903
ENSG00000214584.3	chr10:79893175
ENSG00000283913.1	chr10:79904898
ENSG00000283101.1	chr10:79906605
ENSG00000242600.8	chr10:79920178
ENSG00000133661.15	chr10:79982614
ENSG00000273372.1	chr10:79968213
ENSG00000280259.1	chr10:79973213
ENSG00000235924.1	chr10:79981839
ENSG00000225100.2	chr10:79983240
ENSG00000229616.2	chr10:80017911
ENSG00000224760.4	chr10:80025159
ENSG00000236217.4	chr10:80032393
ENSG00000227515.3	chr10:80041044
ENSG00000230091.6	chr10:80078912
ENSG00000282432.1	chr10:80053548
ENSG00000133678.13	chr10:80078646
ENSG00000279399.1	chr10:80091867
ENSG00000230171.1	chr10:80125941
ENSG00000189129.13	chr10:80131682
ENSG00000122359.17	chr10:80205572
ENSG00000237523.1	chr10:80207710
ENSG00000234319.1	chr10:80216119
ENSG00000234382.2	chr10:80233664
ENSG00000234743.1	chr10:80247683
ENSG00000279359.1	chr10:80249710
ENSG00000151224.12	chr10:80289684
ENSG00000232950.1	chr10:80297720
ENSG00000235858.1	chr10:80333771
ENSG00000170788.13	chr10:80356755
ENSG00000133665.12	chr10:80344745
ENSG00000122378.13	chr10:80407829
ENSG00000108219.14	chr10:80454166
ENSG00000226659.1	chr10:80535942
ENSG00000178217.13	chr10:80537902
ENSG00000231082.1	chr10:80649797
ENSG00000233353.1	chr10:80717068
ENSG00000233703.1	chr10:80751231
ENSG00000231060.1	chr10:80778088
ENSG00000227209.1	chr10:80941201
ENSG00000226466.2	chr10:81137335
ENSG00000185737.12	chr10:81875314
ENSG00000229458.2	chr10:82229179
ENSG00000225738.2	chr10:82232920
ENSG00000207275.1	chr10:82340771
ENSG00000200774.1	chr10:83068071
ENSG00000234931.1	chr10:83314475
ENSG00000233945.1	chr10:83675439
ENSG00000223565.1	chr10:83735506
ENSG00000212324.1	chr10:83764358
ENSG00000233258.1	chr10:83912922
ENSG00000200789.1	chr10:84003332
ENSG00000212769.5	chr10:84081429
ENSG00000271933.1	chr10:84140582
ENSG00000165678.20	chr10:84139440
ENSG00000188373.4	chr10:84173738
ENSG00000148600.14	chr10:84194635
ENSG00000204033.9	chr10:84225589
ENSG00000148602.5	chr10:84241461
ENSG00000148604.13	chr10:84245053
ENSG00000229404.5	chr10:84279980
ENSG00000107771.15	chr10:84328586
ENSG00000233189.1	chr10:84389626
ENSG00000225423.1	chr10:84390908
ENSG00000225928.2	chr10:84456056
ENSG00000178429.9	chr10:84560443
ENSG00000237267.1	chr10:85197958
ENSG00000223993.1	chr10:85432515
ENSG00000224504.2	chr10:85432863
ENSG00000230962.1	chr10:85449592
ENSG00000279910.1	chr10:85531115
ENSG00000223064.1	chr10:85537379
ENSG00000280134.1	chr10:85557436
ENSG00000234942.2	chr10:85577731
ENSG00000182771.18	chr10:86366493
ENSG00000278333.1	chr10:85613186
ENSG00000270002.1	chr10:85644073
ENSG00000252292.1	chr10:85650260
ENSG00000236606.1	chr10:85708760
ENSG00000200487.1	chr10:86052448
ENSG00000199104.2	chr10:86264788
ENSG00000062650.17	chr10:86521815
ENSG00000212332.1	chr10:86488446
ENSG00000227896.2	chr10:86521945
ENSG00000230507.5	chr10:86631628
ENSG00000122375.11	chr10:86654557
ENSG00000122367.19	chr10:86668449
ENSG00000272631.1	chr10:86756298
ENSG00000107779.13	chr10:86756601
ENSG00000270874.1	chr10:86856236
ENSG00000200176.1	chr10:86889569
ENSG00000173269.13	chr10:86969481
ENSG00000281974.1	chr10:86948677
ENSG00000173267.13	chr10:86958618
ENSG00000272734.1	chr10:86971311
ENSG00000148671.13	chr10:86968192
ENSG00000273413.1	chr10:86970826
ENSG00000271880.1	chr10:86970741
ENSG00000240089.2	chr10:86992253
ENSG00000151303.11	chr10:86992406
ENSG00000272508.1	chr10:86993432
ENSG00000261011.1	chr10:87001636
ENSG00000229969.1	chr10:87015782
ENSG00000188100.8	chr10:87020306
ENSG00000271573.1	chr10:87027184
ENSG00000200253.1	chr10:87041341
ENSG00000148672.8	chr10:87094866
ENSG00000122376.11	chr10:87094161
ENSG00000237280.1	chr10:87113954
ENSG00000273946.1	chr10:87154369
ENSG00000223482.7	chr10:87342612
ENSG00000184923.12	chr10:87225448
ENSG00000224914.3	chr10:87342736
ENSG00000214562.14	chr10:87357668
ENSG00000237740.1	chr10:87376896
ENSG00000236417.2	chr10:87390203
ENSG00000228055.2	chr10:87424792
ENSG00000231569.1	chr10:87408258
ENSG00000283672.1	chr10:87503881
ENSG00000107789.15	chr10:87504875
ENSG00000223761.1	chr10:87606024
ENSG00000225913.2	chr10:87607985
ENSG00000196566.2	chr10:87660003
ENSG00000234192.1	chr10:87642607
ENSG00000198682.12	chr10:87659613
ENSG00000138138.13	chr10:87841343
ENSG00000223820.5	chr10:87817928
ENSG00000243782.3	chr10:87833098
ENSG00000227268.3	chr10:87863437
ENSG00000171862.10	chr10:87863113
ENSG00000224745.1	chr10:87878692
ENSG00000213613.2	chr10:87945502
ENSG00000200891.1	chr10:87994695
ENSG00000227905.1	chr10:88049823
ENSG00000275015.1	chr10:88259372
ENSG00000184719.11	chr10:88584530
ENSG00000201548.1	chr10:88585733
ENSG00000204022.9	chr10:88586753
ENSG00000237205.1	chr10:88618934
ENSG00000182333.14	chr10:88664441
ENSG00000271408.1	chr10:88699683
ENSG00000204021.3	chr10:88724544
ENSG00000226358.1	chr10:88727485
ENSG00000204020.5	chr10:88761406
ENSG00000235150.1	chr10:88787061
ENSG00000173239.13	chr10:88802730
ENSG00000152766.5	chr10:88851818
ENSG00000234256.2	chr10:88876450
ENSG00000138134.11	chr10:88879734
ENSG00000180139.11	chr10:88932390
ENSG00000107796.13	chr10:88991339
ENSG00000026103.21	chr10:88990582
ENSG00000275693.1	chr10:88992370
ENSG00000261438.1	chr10:89015836
ENSG00000265375.1	chr10:89063411
ENSG00000283664.1	chr10:89063336
ENSG00000233292.1	chr10:89139044
ENSG00000138135.6	chr10:89207314
ENSG00000107798.17	chr10:89414557
ENSG00000119922.9	chr10:89283694
ENSG00000232110.7	chr10:89283765
ENSG00000119917.13	chr10:89327894
ENSG00000224289.1	chr10:89362294
ENSG00000204010.3	chr10:89378056
ENSG00000185745.9	chr10:89392546
ENSG00000152778.8	chr10:89414586
ENSG00000152779.13	chr10:89556641
ENSG00000234452.5	chr10:89456064
ENSG00000152782.16	chr10:89645572
ENSG00000198997.2	chr10:89592827
ENSG00000249962.1	chr10:89645223
ENSG00000232936.5	chr10:89645282
ENSG00000225836.1	chr10:89650822
ENSG00000235100.3	chr10:89699671
ENSG00000240996.1	chr10:89697928
ENSG00000138182.14	chr10:89701610
ENSG00000283578.1	chr10:89786610
ENSG00000232229.5	chr10:89829510
ENSG00000270670.1	chr10:89839334
ENSG00000280560.1	chr10:89853906
ENSG00000226159.1	chr10:89957373
ENSG00000228938.3	chr10:89978717
ENSG00000222451.1	chr10:90163960
ENSG00000236373.1	chr10:90540805
ENSG00000224750.6	chr10:90454170
ENSG00000238291.1	chr10:90462717
ENSG00000283053.1	chr10:90623611
ENSG00000148680.15	chr10:90857698
ENSG00000148688.13	chr10:90871716
ENSG00000222305.1	chr10:90880179
ENSG00000148677.6	chr10:90921276
ENSG00000201604.1	chr10:90922835
ENSG00000225519.1	chr10:90994620
ENSG00000273124.1	chr10:90997713
ENSG00000224851.1	chr10:91047166
ENSG00000220585.4	chr10:91053051
ENSG00000234043.3	chr10:91153349
ENSG00000180628.14	chr10:91163012
ENSG00000165338.16	chr10:91409280
ENSG00000271385.1	chr10:91464708
ENSG00000223876.1	chr10:91544852
ENSG00000119938.8	chr10:91633054
ENSG00000213449.2	chr10:91667782
ENSG00000228759.1	chr10:91767196
ENSG00000228701.1	chr10:91798291
ENSG00000107854.5	chr10:91798312
ENSG00000180581.7	chr10:91807439
ENSG00000273497.1	chr10:91896704
ENSG00000174721.9	chr10:91909483
ENSG00000272817.1	chr10:91908131
ENSG00000095564.13	chr10:91923769
ENSG00000107864.14	chr10:92291087
ENSG00000252993.1	chr10:92076242
ENSG00000214549.2	chr10:92118664
ENSG00000213484.2	chr10:92136875
ENSG00000221042.1	chr10:92204306
ENSG00000105988.6	chr10:92216332
ENSG00000199881.1	chr10:92272250
ENSG00000198060.9	chr10:92291163
ENSG00000202297.1	chr10:92334463
ENSG00000232709.1	chr10:92418667
ENSG00000119912.15	chr10:92574076
ENSG00000138160.5	chr10:92593286
ENSG00000184111.6	chr10:92597287
ENSG00000264313.2	chr10:92659044
ENSG00000236493.2	chr10:92669743
ENSG00000152804.10	chr10:92689951
ENSG00000201412.1	chr10:92710608
ENSG00000138190.16	chr10:92834713
ENSG00000225118.1	chr10:92878289
ENSG00000226425.1	chr10:93060426
ENSG00000187553.8	chr10:93060808
ENSG00000279607.1	chr10:93071972
ENSG00000095596.11	chr10:93073475
ENSG00000232805.1	chr10:93107383
ENSG00000237417.1	chr10:93209627
ENSG00000213432.2	chr10:93284558
ENSG00000138119.16	chr10:93482317
ENSG00000138180.15	chr10:93496632
ENSG00000212396.1	chr10:93510680
ENSG00000186188.10	chr10:93566665
ENSG00000138207.13	chr10:93601744
ENSG00000095464.9	chr10:93612588
ENSG00000148690.11	chr10:93702572
ENSG00000108231.12	chr10:93757809
ENSG00000280660.1	chr10:93762453
ENSG00000280485.1	chr10:93788605
ENSG00000227995.1	chr10:93881938
ENSG00000176273.14	chr10:93893973
ENSG00000180764.13	chr10:93961540
ENSG00000138193.15	chr10:94030812
ENSG00000232913.7	chr10:94108814
ENSG00000231575.1	chr10:94109116
ENSG00000234724.1	chr10:94137748
ENSG00000206631.1	chr10:94155745
ENSG00000228553.1	chr10:94227288
ENSG00000268894.6	chr10:94287478
ENSG00000273450.1	chr10:94315327
ENSG00000173145.11	chr10:94362959
ENSG00000108239.8	chr10:94402504
ENSG00000119969.14	chr10:94501434
ENSG00000244332.1	chr10:94577439
ENSG00000235746.1	chr10:94647996
ENSG00000108242.12	chr10:94683621
ENSG00000276490.1	chr10:94688154
ENSG00000165841.9	chr10:94762624
ENSG00000230338.1	chr10:94774633
ENSG00000235199.1	chr10:94873129
ENSG00000225354.1	chr10:94882554
ENSG00000138109.9	chr10:94938658
ENSG00000233377.1	chr10:94941121
ENSG00000228460.1	chr10:95007556
ENSG00000260863.1	chr10:95009674
ENSG00000237885.1	chr10:95031640
ENSG00000138115.13	chr10:95069497
ENSG00000231829.2	chr10:95168425
ENSG00000274691.1	chr10:95173187
ENSG00000225533.1	chr10:95183653
ENSG00000173124.14	chr10:95194200
ENSG00000234026.1	chr10:95231144
ENSG00000107438.8	chr10:95291024
ENSG00000095637.21	chr10:95561414
ENSG00000214362.2	chr10:95594598
ENSG00000059573.8	chr10:95656706
ENSG00000119977.20	chr10:95694143
ENSG00000138185.18	chr10:95711779
ENSG00000226688.6	chr10:96090238
ENSG00000240527.1	chr10:95833508
ENSG00000270099.1	chr10:95860548
ENSG00000188649.12	chr10:95907603
ENSG00000227805.1	chr10:96000243
ENSG00000107443.15	chr10:96043394
ENSG00000266407.1	chr10:96064399
ENSG00000200728.1	chr10:96112747
ENSG00000177853.14	chr10:96129715
ENSG00000229417.1	chr10:96190219
ENSG00000095585.16	chr10:96271587
ENSG00000229418.2	chr10:96306695
ENSG00000107447.7	chr10:96304396
ENSG00000197430.10	chr10:96359365
ENSG00000095587.8	chr10:96513918
ENSG00000077147.14	chr10:96587452
ENSG00000235677.1	chr10:96560185
ENSG00000155629.14	chr10:96720514
ENSG00000202047.1	chr10:96619376
ENSG00000227032.1	chr10:96621707
ENSG00000207287.1	chr10:96743167
ENSG00000236552.2	chr10:96750288
ENSG00000207976.1	chr10:96828764
ENSG00000196233.12	chr10:96832260
ENSG00000232875.1	chr10:96915902
ENSG00000187122.16	chr10:97185920
ENSG00000234855.1	chr10:97102756
ENSG00000269891.2	chr10:97292637
ENSG00000213390.10	chr10:97292673
ENSG00000231398.1	chr10:97275012
ENSG00000277308.1	chr10:97297290
ENSG00000237169.1	chr10:97309958
ENSG00000165879.8	chr10:97319267
ENSG00000181274.6	chr10:97334709
ENSG00000225850.3	chr10:97334564
ENSG00000052749.13	chr10:97426076
ENSG00000231508.1	chr10:97393547
ENSG00000231970.1	chr10:97401115
ENSG00000200737.1	chr10:97421307
ENSG00000171314.8	chr10:97426160
ENSG00000171311.12	chr10:97446017
ENSG00000171307.18	chr10:97446131
ENSG00000155229.20	chr10:97498794
ENSG00000165886.4	chr10:97498868
ENSG00000165887.11	chr10:97572499
ENSG00000241935.8	chr10:97584323
ENSG00000249967.1	chr10:97584374
ENSG00000203942.4	chr10:97589727
ENSG00000171160.17	chr10:97633500
ENSG00000155252.13	chr10:97640686
ENSG00000119986.6	chr10:97687323
ENSG00000155254.12	chr10:97713173
ENSG00000155256.17	chr10:97737121
ENSG00000120057.4	chr10:97771952
ENSG00000227356.2	chr10:97849798
ENSG00000155265.10	chr10:97850239
ENSG00000095713.13	chr10:98030828
ENSG00000278752.1	chr10:98076421
ENSG00000166024.13	chr10:98134624
ENSG00000138131.3	chr10:98268250
ENSG00000230928.1	chr10:98252023
ENSG00000119943.12	chr10:98415184
ENSG00000284415.1	chr10:98395307
ENSG00000107521.18	chr10:98446947
ENSG00000264610.1	chr10:98431360
ENSG00000172987.12	chr10:99235862
ENSG00000274056.1	chr10:98924568
ENSG00000236818.1	chr10:99013952
ENSG00000234109.1	chr10:99047639
ENSG00000119946.10	chr10:99329099
ENSG00000120053.10	chr10:99430624
ENSG00000224934.2	chr10:99431191
ENSG00000257582.5	chr10:99531177
ENSG00000228778.2	chr10:99526948
ENSG00000119919.10	chr10:99532933
ENSG00000155287.10	chr10:99620609
ENSG00000260475.1	chr10:99621055
ENSG00000229278.1	chr10:99653905
ENSG00000198018.6	chr10:99659506
ENSG00000233690.1	chr10:99697949
